ko_id	pathway_id
K22751	map04990
K22752	map04990
K24630	map04990
K24631	map04990
K24632	map04990
K24633	map04990
K24634	map04990
K24635	map04990
K24674	map04990
K24676	map04990
K24684	map04990
K24685	map04990
K24686	map04990
K24687	map04990
K26145	map04990
K26146	map04990
K26147	map04990
K24642	map04990
K24691	map04990
K26542	map04990
K19325	map04990
K24945	map04990
K24098	map04990
K24099	map04990
K24412	map04990
K24413	map04990
K24415	map04990
K23354	map04990
K24314	map04990
K24315	map04990
K24270	map04990
K24417	map04990
K24420	map04990
K24416	map04990
K24422	map04990
K24423	map04990
K24424	map04990
K24143	map04990
K24337	map04990
K24338	map04990
K24341	map04990
K19601	map04990
K24342	map04990
K24333	map04990
K24334	map04990
K24331	map04990
K24319	map04990
K24474	map04990
K24475	map04990
K24477	map04990
K24478	map04990
K24479	map04990
K24480	map04990
K24481	map04990
K24482	map04990
K24483	map04990
K16362	map04990
K24484	map04990
K24485	map04990
K24486	map04990
K24487	map04990
K24488	map04990
K24489	map04990
K24490	map04990
K16354	map04990
K16355	map04990
K16356	map04990
K16357	map04990
K16358	map04990
K24491	map04990
K24492	map04990
K24493	map04990
K24496	map04990
K24497	map04990
K24499	map04990
K24500	map04990
K24211	map04990
K24212	map04990
K24218	map04990
K24213	map04990
K24214	map04990
K19470	map04990
K24236	map04990
K24237	map04990
K21410	map04990
K24381	map04990
K24246	map04990
K24247	map04990
K24248	map04990
K24427	map04990
K24428	map04990
K24429	map04990
K24430	map04990
K23369	map04990
K24432	map04990
K24433	map04990
K24434	map04990
K24435	map04990
K24436	map04990
K24461	map04990
K24462	map04990
K24463	map04990
K24469	map04990
K24431	map04990
K17340	map04990
K17341	map04990
K17342	map04990
K24464	map04990
K24465	map04990
K08023	map04990
K24466	map04990
K24467	map04990
K24468	map04990
K24470	map04990
K24471	map04990
K24473	map04990
K19467	map04990
K23574	map04990
K24506	map04990
K24507	map04990
K24508	map04990
K24510	map04990
K24511	map04990
K24512	map04990
K24514	map04990
K24515	map04990
K24516	map04990
K24524	map04990
K24525	map04990
K24523	map04990
K24517	map04990
K24518	map04990
K24519	map04990
K24520	map04990
K24521	map04990
K24522	map04990
K24725	map04990
K24731	map04990
K24732	map04990
K24733	map04990
K24734	map04990
K24736	map04990
K24737	map04990
K24739	map04990
K24740	map04990
K24741	map04990
K24742	map04990
K24743	map04990
K24744	map04990
K24745	map04990
K24746	map04990
K24747	map04990
K24748	map04990
K24749	map04990
K24750	map04990
K24751	map04990
K24753	map04990
K24754	map04990
K24756	map04990
K24757	map04990
K24758	map04990
K24764	map04990
K24765	map04990
K24774	map04990
K19329	map04990
K24775	map04990
K22524	map04990
K24779	map04990
K24720	map04990
K23961	map04990
K23962	map04990
K23963	map04990
K23954	map04990
K23955	map04990
K23959	map04990
K23956	map04990
K23969	map04990
K23970	map04990
K24783	map04990
K24784	map04990
K24785	map04990
K24786	map04990
K24787	map04990
K24682	map04990
K24681	map04990
K24683	map04990
K19519	map04990
K24790	map04990
K24792	map04990
K24793	map04990
K24794	map04990
K23091	map04990
K24359	map04990
K24360	map04990
K24361	map04990
K24362	map04990
K24363	map04990
K23818	map04990
K19408	map04990
K23819	map04990
K23820	map04990
K23821	map04990
K23822	map04990
K23823	map04990
K23824	map04990
K24808	map04990
K24811	map04990
K24809	map04990
K24810	map04990
K24812	map04990
K24813	map04990
K24815	map04990
K24816	map04990
K24166	map04990
K24167	map04990
K24168	map04990
K24169	map04990
K26233	map04990
K26234	map04990
K24848	map04990
K24849	map04990
K24924	map04990
K24044	map04990
K24929	map04990
K24930	map04990
K24933	map04990
K24935	map04990
K24946	map04990
K24947	map04990
K24942	map04990
K24943	map04990
K24944	map04990
K24979	map04990
K24980	map04990
K24981	map04990
K24982	map04990
K17392	map04990
K24990	map04990
K24991	map04990
K24994	map04990
K25000	map04990
K25078	map04990
K25079	map04990
K25080	map04990
K25081	map04990
K25082	map04990
K25083	map04990
K25093	map04990
K24834	map04990
K24835	map04990
K24836	map04990
K24243	map04990
K24840	map04990
K24842	map04990
K24832	map04990
K24838	map04990
K27846	map04990
K27847	map04990
K26405	map04990
K23930	map04990
K24127	map04990
K24829	map04990
K24830	map04990
K24833	map04990
K24831	map04990
K24592	map03210
K24592	map03200
K26261	map03200
K26262	map03200
K26263	map03200
K26264	map03200
K26438	map03200
K24593	map03210
K24593	map03200
K26265	map03200
K26268	map03200
K24546	map03200
K24325	map03210
K24325	map03200
K19254	map03210
K19254	map03200
K24860	map03210
K24860	map03200
K25128	map03200
K26504	map03200
K27008	map03200
K26517	map03200
K26394	map03200
K26628	map03200
K21077	map03200
K27013	map03200
K26395	map03200
K26396	map03200
K27053	map03200
K21535	map03200
K27058	map03200
K27059	map03200
K26525	map03200
K26587	map03200
K26588	map03200
K26589	map03200
K19253	map03210
K19253	map03200
K25502	map03210
K25502	map03200
K22201	map03200
K26278	map03200
K26281	map03200
K26282	map03200
K26279	map03200
K24591	map03210
K24591	map03200
K24322	map03210
K24322	map03200
K24323	map03210
K24323	map03200
K26277	map03200
K24590	map03210
K24590	map03200
K26276	map03200
K26275	map03200
K26131	map03200
K24547	map03210
K24547	map03200
K24957	map03200
K19247	map03200
K24549	map03210
K24549	map03200
K24548	map03210
K24548	map03200
K26132	map03200
K26133	map03200
K27581	map03200
K22613	map03200
K24533	map03210
K24533	map03200
K21924	map03200
K24545	map03210
K24545	map03200
K24588	map03210
K24588	map03200
K26280	map03200
K26512	map03200
K26513	map03200
K21501	map03200
K26508	map03200
K19454	map03200
K21532	map03200
K26102	map03200
K26103	map03200
K26104	map03200
K26105	map03200
K21043	map03200
K21047	map03200
K21041	map03200
K21042	map03200
K21044	map03200
K21045	map03200
K21048	map03200
K25798	map03200
K25799	map03200
K25800	map03200
K24959	map03200
K24960	map03200
K24961	map03200
K26514	map03200
K26509	map03200
K26515	map03200
K22623	map03200
K22625	map03200
K24586	map03210
K24586	map03200
K26407	map03200
K21516	map03200
K26506	map03200
K26516	map03200
K21315	map03200
K21506	map03200
K21518	map03200
K25991	map03200
K25992	map03200
K25994	map03200
K26531	map03200
K26532	map03200
K26505	map03200
K26534	map03200
K26533	map03200
K21517	map03200
K26529	map03200
K25988	map03200
K21505	map03200
K25990	map03200
K26530	map03200
K25989	map03200
K21537	map03200
K21536	map03200
K25979	map03200
K25981	map03200
K25982	map03200
K25983	map03200
K25984	map03200
K25508	map03200
K25980	map03200
K25966	map03200
K25973	map03200
K22612	map03200
K19248	map03200
K21504	map03200
K26444	map03200
K26439	map03200
K26452	map03200
K26443	map03200
K26449	map03200
K26135	map03200
K18963	map03200
K21243	map03200
K26136	map03200
K26137	map03200
K21241	map03200
K26450	map03200
K26447	map03200
K26451	map03200
K26446	map03200
K26440	map03200
K26448	map03200
K26445	map03200
K21242	map03200
K21233	map03200
K21244	map03200
K24587	map03210
K24587	map03200
K21236	map03200
K26422	map03200
K27990	map03200
K21865	map03200
K26366	map03200
K26510	map03200
K26370	map03200
K26371	map03200
K26368	map03200
K26369	map03200
K26367	map03200
K26428	map03200
K26432	map03200
K26372	map03200
K26373	map03200
K26377	map03200
K26375	map03200
K26374	map03200
K26376	map03200
K26378	map03200
K26379	map03200
K26429	map03200
K26430	map03200
K26433	map03200
K26427	map03200
K26431	map03200
K26424	map03200
K26426	map03200
K26425	map03200
K26527	map03200
K26406	map03200
K27047	map03200
K26032	map03200
K26039	map03200
K26047	map03200
K26414	map03200
K21507	map03200
K21527	map03200
K21521	map03200
K26044	map03200
K26034	map03200
K26035	map03200
K26036	map03200
K21500	map03200
K21239	map03200
K21314	map03200
K21039	map03200
K21510	map03200
K26049	map03200
K01143	map03200
K21526	map03200
K27376	map03200
K27422	map03200
K27423	map03200
K26048	map03200
K26043	map03200
K21525	map03200
K20841	map03200
K20842	map03200
K27421	map03200
K21528	map03200
K18950	map03200
K26041	map03200
K27655	map03200
K27658	map03200
K27680	map03200
K27374	map03200
K26031	map03200
K21522	map03200
K26030	map03200
K21503	map03200
K21534	map03200
K05345	map03200
K26040	map03200
K26045	map03200
K26042	map03200
K21499	map03200
K18959	map03200
K26870	map03200
K18962	map03200
K07132	map03200
K22007	map03200
K21074	map03200
K27666	map03200
K27551	map03200
K21237	map03200
K21038	map03200
K25501	map03200
K21509	map03200
K14744	map03200
K18969	map03200
K26511	map03200
K25797	map03200
K21240	map03200
K26518	map03200
K26528	map03200
K21234	map03200
K21235	map03200
K27020	map03200
K21520	map03200
K24395	map03210
K24396	map03210
K24616	map03210
K24612	map03210
K24613	map03210
K24614	map03210
K24615	map03210
K24617	map03210
K24618	map03210
K26191	map03100
K26192	map03100
K26193	map03100
K26194	map03100
K26195	map03100
K26196	map03100
K17004	map03100
K17007	map03100
K17021	map03100
K17013	map03100
K17014	map03100
K17030	map03100
K17031	map03100
K17032	map03100
K16979	map03100
K16998	map03100
K16999	map03100
K17019	map03100
K16990	map03100
K16991	map03100
K14913	map03100
K14915	map03100
K15035	map03100
K00046	map99980
K05882	map99980
K25939	map99980
K17735	map99980
K27497	map99980
K22418	map99980
K00085	map99980
K13374	map99980
K00091	map99980
K17739	map99980
K00095	map99980
K13981	map99980
K00098	map99980
K26078	map99980
K26079	map99980
K17064	map99980
K05886	map99980
K19181	map99980
K19648	map99980
K00153	map99980
K15509	map99980
K19639	map99980
K16216	map99980
K21837	map99980
K16652	map99980
K19651	map99980
K06221	map99980
K06222	map99980
K19811	map99980
K19654	map99980
K19635	map99980
K18855	map99980
K19711	map99980
K20939	map99980
K21101	map99980
K25634	map99980
K20927	map99980
K21054	map99980
K20900	map99980
K21702	map99980
K21616	map99980
K22024	map99980
K22025	map99980
K08319	map99980
K22320	map99980
K22322	map99980
K23557	map99980
K23244	map99980
K23245	map99980
K24995	map99980
K26057	map99980
K06607	map99980
K08317	map99980
K11162	map99980
K19265	map99980
K19954	map99980
K19955	map99980
K21416	map99980
K21417	map99980
K23271	map99980
K24425	map99980
K05889	map99980
K20936	map99980
K26059	map99980
K05888	map99980
K10530	map99980
K23272	map99980
K17756	map99980
K26080	map99980
K20153	map99980
K20550	map99980
K21270	map99980
K26081	map99980
K20937	map99980
K23273	map99980
K23274	map99980
K21430	map99980
K17760	map99980
K15510	map99980
K16653	map99980
K22171	map99980
K22172	map99980
K22173	map99980
K22174	map99980
K22175	map99980
K22176	map99980
K22177	map99980
K22178	map99980
K22179	map99980
K22180	map99980
K22181	map99980
K21835	map99980
K24118	map99980
K00540	map99980
K19069	map99980
K11173	map99980
K00118	map99980
K20154	map99980
K00119	map99980
K18204	map99980
K11163	map99980
K11164	map99980
K11165	map99980
K11166	map99980
K11167	map99980
K11168	map99980
K11169	map99980
K23107	map99980
K25787	map99980
K21682	map99980
K00154	map99980
K14330	map99980
K20548	map99980
K20928	map99980
K00155	map99980
K25224	map99980
K18601	map99980
K23463	map99980
K20929	map99980
K03518	map99980
K03519	map99980
K03520	map99980
K00179	map99980
K00180	map99980
K04090	map99980
K19070	map99980
K19071	map99980
K19072	map99980
K07469	map99980
K14728	map99980
K22419	map99980
K00219	map99980
K08070	map99980
K21838	map99980
K21149	map99980
K21150	map99980
K19825	map99980
K21839	map99980
K18980	map99980
K20145	map99980
K22430	map99980
K22431	map99980
K22432	map99980
K21102	map99980
K22462	map99980
K23738	map99980
K24002	map99980
K23968	map99980
K13236	map99980
K27180	map99980
K00258	map99980
K23050	map99980
K23065	map99980
K23256	map99980
K24219	map99980
K06137	map99980
K21375	map99980
K05897	map99980
K25759	map99980
K08297	map99980
K24016	map99980
K18561	map99980
K24696	map99980
K07302	map99980
K07303	map99980
K21818	map99980
K21401	map99980
K00257	map99980
K18244	map99980
K22818	map99980
K22819	map99980
K22820	map99980
K22821	map99980
K22822	map99980
K25950	map99980
K00277	map99980
K17831	map99980
K24693	map99980
K26346	map99980
K00280	map99980
K14678	map99980
K05300	map99980
K23235	map99980
K00298	map99980
K04940	map99980
K06988	map99980
K19809	map99980
K27594	map99980
K17833	map99980
K19817	map99980
K25951	map99980
K25952	map99980
K02846	map99980
K22551	map99980
K00311	map99980
K00313	map99980
K22162	map99980
K22158	map99980
K22159	map99980
K22160	map99980
K22161	map99980
K22163	map99980
K22164	map99980
K22165	map99980
K22166	map99980
K22167	map99980
K22168	map99980
K22169	map99980
K22170	map99980
K00327	map99980
K17870	map99980
K17869	map99980
K22405	map99980
K18208	map99980
K23842	map99980
K00344	map99980
K00359	map99980
K23948	map99980
K03923	map99980
K00354	map99980
K16908	map99980
K03206	map99980
K01118	map99980
K00378	map99980
K22962	map99980
K22364	map99980
K08255	map99980
K17883	map99980
K23076	map99980
K20202	map99980
K20203	map99980
K22347	map99980
K03387	map99980
K22124	map99980
K24426	map99980
K26960	map99980
K24299	map99980
K10758	map99980
K17891	map99980
K07304	map99980
K12267	map99980
K07305	map99980
K11209	map99980
K07393	map99980
K17892	map99980
K12260	map99980
K21816	map99980
K01829	map99980
K07147	map99980
K00421	map99980
K05909	map99980
K17893	map99980
K12262	map99980
K08071	map99980
K05910	map99980
K00428	map99980
K07217	map99980
K19511	map99980
K00433	map99980
K17990	map99980
K20205	map99980
K23515	map99980
K23075	map99980
K20206	map99980
K15733	map99980
K20207	map99980
K03564	map99980
K11065	map99980
K23856	map99980
K24157	map99980
K24158	map99980
K24129	map99980
K24130	map99980
K24140	map99980
K24119	map99980
K04063	map99980
K04756	map99980
K24126	map99980
K24120	map99980
K07223	map99980
K21820	map99980
K20208	map99980
K00436	map99980
K18005	map99980
K18006	map99980
K18007	map99980
K17992	map99980
K18330	map99980
K18331	map99980
K18332	map99980
K17997	map99980
K17998	map99980
K17999	map99980
K00437	map99980
K18008	map99980
K05922	map99980
K05927	map99980
K00532	map99980
K00533	map99980
K00534	map99980
K06441	map99980
K18016	map99980
K18017	map99980
K18023	map99980
K14068	map99980
K14069	map99980
K14070	map99980
K06911	map99980
K07155	map99980
K20209	map99980
K21821	map99980
K09162	map99980
K20148	map99980
K18031	map99980
K21817	map99980
K18250	map99980
K18048	map99980
K10252	map99980
K00464	map99980
K21822	map99980
K22690	map99980
K23019	map99980
K23117	map99980
K23118	map99980
K23363	map99980
K24290	map99980
K24700	map99980
K27873	map99980
K28015	map99980
K00465	map99980
K11159	map99980
K23953	map99980
K18053	map99980
K05914	map99980
K21823	map99980
K22500	map99980
K21815	map99980
K22619	map99980
K24788	map99980
K22406	map99980
K22407	map99980
K20149	map99980
K18055	map99980
K18058	map99980
K20157	map99980
K20612	map99980
K21728	map99980
K21729	map99980
K20418	map99980
K23516	map99980
K25061	map99980
K10765	map99980
K10766	map99980
K21614	map99980
K21615	map99980
K22616	map99980
K24001	map99980
K24291	map99980
K24448	map99980
K24449	map99980
K24701	map99980
K22303	map99980
K25987	map99980
K26347	map99980
K07336	map99980
K10768	map99980
K10769	map99980
K19245	map99980
K23066	map99980
K24028	map99980
K24029	map99980
K05916	map99980
K23517	map99980
K18229	map99980
K27592	map99980
K21376	map99980
K10531	map99980
K21684	map99980
K27593	map99980
K21280	map99980
K21323	map99980
K22027	map99980
K22324	map99980
K22342	map99980
K22343	map99980
K22344	map99980
K22443	map99980
K22444	map99980
K23556	map99980
K24003	map99980
K25564	map99980
K27501	map99980
K20147	map99980
K22219	map99980
K22220	map99980
K20938	map99980
K21281	map99980
K22691	map99980
K26058	map99980
K21720	map99980
K25953	map99980
K23319	map99980
K23464	map99980
K22325	map99980
K23364	map99980
K24702	map99980
K24703	map99980
K28016	map99980
K28017	map99980
K15537	map99980
K03393	map99980
K00504	map99980
K24006	map99980
K21704	map99980
K19703	map99980
K19706	map99980
K24121	map99980
K21732	map99980
K18247	map99980
K21705	map99980
K21706	map99980
K21707	map99980
K21708	map99980
K21709	map99980
K21710	map99980
K13076	map99980
K21733	map99980
K23036	map99980
K23054	map99980
K21734	map99980
K21735	map99980
K21736	map99980
K21737	map99980
K20416	map99980
K20417	map99980
K05918	map99980
K22712	map99980
K22692	map99980
K22693	map99980
K22694	map99980
K22695	map99980
K22875	map99980
K23119	map99980
K22876	map99980
K22877	map99980
K22996	map99980
K06072	map99980
K21713	map99980
K19356	map99980
K00516	map99980
K22032	map99980
K22033	map99980
K21481	map99980
K23752	map99980
K24704	map99980
K24705	map99980
K10253	map99980
K00493	map99980
K15005	map99980
K15006	map99980
K15007	map99980
K24116	map99980
K00518	map99980
K05919	map99980
K00520	map99980
K00521	map99980
K07229	map99980
K18915	map99980
K02217	map99980
K06324	map99980
K22348	map99980
K22349	map99980
K22350	map99980
K14588	map99980
K20150	map99980
K16183	map99980
K22338	map99980
K22339	map99980
K22340	map99980
K22341	map99980
K21676	map99980
K21677	map99980
K24452	map99980
K24453	map99980
K24122	map99980
K24716	map99980
K24717	map99980
K24718	map99980
K00528	map99980
K21567	map99980
K12265	map99980
K18916	map99980
K00537	map99980
K22547	map99980
K18917	map99980
K03741	map99980
K10670	map99980
K10671	map99980
K10672	map99980
K21576	map99980
K21577	map99980
K21583	map99980
K21584	map99980
K21578	map99980
K21579	map99980
K06139	map99980
K06937	map99980
K04068	map99980
K04069	map99980
K04070	map99980
K27878	map99980
K20037	map99980
K23300	map99980
K11933	map99980
K12136	map99980
K12137	map99980
K12138	map99980
K12139	map99980
K12140	map99980
K12141	map99980
K12142	map99980
K12144	map99980
K12145	map99980
K14189	map99980
K15976	map99980
K22122	map99980
K23320	map99980
K23321	map99980
K23322	map99980
K23632	map99980
K23633	map99980
K22545	map99980
K22590	map99980
K00573	map99980
K00574	map99980
K20215	map99980
K21551	map99980
K18801	map99980
K00592	map99980
K21549	map99980
K00598	map99980
K22438	map99980
K21553	map99980
K21552	map99980
K22439	map99980
K18883	map99980
K16215	map99980
K16219	map99980
K16217	map99980
K21541	map99980
K21542	map99980
K16868	map99980
K21482	map99980
K21484	map99980
K21483	map99980
K18885	map99980
K18886	map99980
K21485	map99980
K18848	map99980
K21457	map99980
K19579	map99980
K21458	map99980
K21459	map99980
K21377	map99980
K21460	map99980
K21427	map99980
K20238	map99980
K21426	map99980
K22546	map99980
K21282	map99980
K21936	map99980
K22309	map99980
K22577	map99980
K23078	map99980
K23153	map99980
K23394	map99980
K23973	map99980
K24288	map99980
K24667	map99980
K25222	map99980
K25595	map99980
K25600	map99980
K25917	map99980
K26847	map99980
K18537	map99980
K27977	map99980
K00614	map99980
K05303	map99980
K07444	map99980
K21402	map99980
K22123	map99980
K22703	map99980
K22704	map99980
K22705	map99980
K22741	map99980
K22843	map99980
K22882	map99980
K23323	map99980
K23870	map99980
K23871	map99980
K23872	map99980
K24419	map99980
K28008	map99980
K28080	map99980
K13252	map99980
K13043	map99980
K00612	map99980
K27988	map99980
K27989	map99980
K22578	map99980
K11941	map99980
K18847	map99980
K00617	map99980
K00628	map99980
K22749	map99980
K00633	map99980
K22888	map99980
K13935	map99980
K03377	map99980
K22441	map99980
K22442	map99980
K11171	map99980
K00661	map99980
K00664	map99980
K00671	map99980
K22246	map99980
K00675	map99980
K22247	map99980
K23277	map99980
K15520	map99980
K21378	map99980
K19861	map99980
K16872	map99980
K21380	map99980
K18932	map99980
K21381	map99980
K20239	map99980
K20240	map99980
K21399	map99980
K21400	map99980
K21935	map99980
K22586	map99980
K03820	map99980
K22617	map99980
K22838	map99980
K22839	map99980
K22840	map99980
K22797	map99980
K22463	map99980
K23156	map99980
K23414	map99980
K23415	map99980
K23416	map99980
K22795	map99980
K16813	map99980
K25042	map99980
K25601	map99980
K27489	map99980
K27837	map99980
K27838	map99980
K27987	map99980
K00680	map99980
K01043	map99980
K03824	map99980
K03826	map99980
K03827	map99980
K03828	map99980
K03829	map99980
K03830	map99980
K04766	map99980
K11172	map99980
K14658	map99980
K14660	map99980
K14661	map99980
K19429	map99980
K19747	map99980
K21992	map99980
K22750	map99980
K22796	map99980
K22883	map99980
K22884	map99980
K22885	map99980
K22886	map99980
K22889	map99980
K23278	map99980
K24117	map99980
K24217	map99980
K27307	map99980
K27956	map99980
K27957	map99980
K27958	map99980
K27959	map99980
K22757	map99980
K00684	map99980
K21419	map99980
K00686	map99980
K05619	map99980
K05620	map99980
K05621	map99980
K05622	map99980
K05623	map99980
K05624	map99980
K22452	map99980
K05941	map99980
K21382	map99980
K17484	map99980
K17485	map99980
K21420	map99980
K22310	map99980
K27978	map99980
K27979	map99980
K19761	map99980
K22317	map99980
K21351	map99980
K18820	map99980
K08235	map99980
K15533	map99980
K03692	map99980
K03731	map99980
K10231	map99980
K22248	map99980
K21352	map99980
K13058	map99980
K15534	map99980
K21353	map99980
K15521	map99980
K21349	map99980
K18822	map99980
K18823	map99980
K18783	map99980
K16212	map99980
K18784	map99980
K18785	map99980
K18786	map99980
K21350	map99980
K21355	map99980
K21298	map99980
K20885	map99980
K22426	map99980
K22597	map99980
K22950	map99980
K23079	map99980
K23154	map99980
K23395	map99980
K23396	map99980
K23725	map99980
K22721	map99980
K23974	map99980
K23981	map99980
K23982	map99980
K25230	map99980
K25763	map99980
K25764	map99980
K25919	map99980
K26285	map99980
K26286	map99980
K26287	map99980
K27184	map99980
K27185	map99980
K27186	map99980
K00754	map99980
K11257	map99980
K24103	map99980
K08728	map99980
K19977	map99980
K05951	map99980
K13930	map99980
K21299	map99980
K00774	map99980
K03813	map99980
K15258	map99980
K15259	map99980
K15260	map99980
K15261	map99980
K17251	map99980
K13670	map99980
K19422	map99980
K19427	map99980
K26816	map99980
K05812	map99980
K25070	map99980
K22871	map99980
K18114	map99980
K21300	map99980
K00809	map99980
K09134	map99980
K15527	map99980
K18787	map99980
K21153	map99980
K21151	map99980
K21678	map99980
K21152	map99980
K21339	map99980
K21340	map99980
K21341	map99980
K07057	map99980
K21590	map99980
K21605	map99980
K21587	map99980
K06898	map99980
K13292	map99980
K22841	map99980
K23155	map99980
K15911	map99980
K25920	map99980
K25921	map99980
K27490	map99980
K27980	map99980
K00810	map99980
K11210	map99980
K22119	map99980
K27270	map99980
K07557	map99980
K21585	map99980
K23397	map99980
K20084	map99980
K27543	map99980
K00843	map99980
K06936	map99980
K19430	map99980
K22121	map99980
K19583	map99980
K18673	map99980
K19386	map99980
K13059	map99980
K15522	map99980
K15523	map99980
K03734	map99980
K18678	map99980
K18478	map99980
K20901	map99980
K20902	map99980
K00862	map99980
K21948	map99980
K10710	map99980
K22129	map99980
K23147	map99980
K23148	map99980
K22723	map99980
K22725	map99980
K23983	map99980
K23247	map99980
K25043	map99980
K25231	map99980
K25602	map99980
K25765	map99980
K05715	map99980
K07030	map99980
K22424	map99980
K20115	map99980
K09773	map99980
K23753	map99980
K02334	map99980
K00982	map99980
K00986	map99980
K13291	map99980
K13069	map99980
K18967	map99980
K13934	map99980
K15630	map99980
K07067	map99980
K18672	map99980
K21284	map99980
K22837	map99980
K01009	map99980
K08997	map99980
K26088	map99980
K11442	map99980
K25555	map99980
K28007	map99980
K28010	map99980
K01002	map99980
K15915	map99980
K17884	map99980
K08244	map99980
K15535	map99980
K22579	map99980
K08252	map99980
K08253	map99980
K06379	map99980
K08282	map99980
K27589	map99980
K00906	map99980
K08240	map99980
K05960	map99980
K06023	map99980
K08286	map99980
K08287	map99980
K10819	map99980
K19405	map99980
K01013	map99980
K16949	map99980
K01021	map99980
K22218	map99980
K01023	map99980
K21015	map99980
K21014	map99980
K22312	map99980
K22905	map99980
K01025	map99980
K11823	map99980
K22523	map99980
K18703	map99980
K18702	map99980
K18313	map99980
K08298	map99980
K20882	map99980
K25761	map99980
K18701	map99980
K19426	map99980
K19428	map99980
K19431	map99980
K03928	map99980
K15743	map99980
K24085	map99980
K13278	map99980
K01050	map99980
K10759	map99980
K05970	map99980
K05972	map99980
K09252	map99980
K21016	map99980
K08095	map99980
K27357	map99980
K22249	map99980
K22250	map99980
K01065	map99980
K21017	map99980
K15530	map99980
K21018	map99980
K20992	map99980
K20993	map99980
K20991	map99980
K20759	map99980
K22580	map99980
K23149	map99980
K23518	map99980
K23721	map99980
K07214	map99980
K23722	map99980
K23723	map99980
K23978	map99980
K23246	map99980
K25010	map99980
K13619	map99980
K27193	map99980
K01066	map99980
K02352	map99980
K03929	map99980
K03930	map99980
K13357	map99980
K14350	map99980
K14351	map99980
K16814	map99980
K19311	map99980
K19404	map99980
K19406	map99980
K24210	map99980
K24215	map99980
K24216	map99980
K27291	map99980
K27358	map99980
K27360	map99980
K01073	map99980
K18700	map99980
K27492	map99980
K07107	map99980
K22713	map99980
K14395	map99980
K19283	map99980
K19284	map99980
K15781	map99980
K01090	map99980
K06382	map99980
K07313	map99980
K07314	map99980
K02101	map99980
K07757	map99980
K22315	map99980
K01104	map99980
K22200	map99980
K01111	map99980
K05978	map99980
K13086	map99980
K15529	map99980
K22306	map99980
K07053	map99980
K23984	map99980
K27842	map99980
K27843	map99980
K07015	map99980
K08296	map99980
K09116	map99980
K21403	map99980
K22904	map99980
K23114	map99980
K24854	map99980
K01124	map99980
K19179	map99980
K13243	map99980
K13244	map99980
K26148	map99980
K26149	map99980
K22927	map99980
K01128	map99980
K07037	map99980
K07814	map99980
K25135	map99980
K01133	map99980
K25227	map99980
K01138	map99980
K12374	map99980
K12375	map99980
K12376	map99980
K14607	map99980
K22313	map99980
K24668	map99980
K01150	map99980
K11994	map99980
K03424	map99980
K11995	map99980
K01161	map99980
K05985	map99980
K16640	map99980
K01174	map99980
K01175	map99980
K06362	map99980
K06367	map99980
K06368	map99980
K07017	map99980
K07503	map99980
K11750	map99980
K14648	map99980
K18398	map99980
K18399	map99980
K20542	map99980
K01180	map99980
K22245	map99980
K01185	map99980
K20845	map99980
K08254	map99980
K22253	map99980
K01215	map99980
K01216	map99980
K25108	map99980
K22276	map99980
K22277	map99980
K01219	map99980
K18650	map99980
K20846	map99980
K01224	map99980
K20847	map99980
K17624	map99980
K06113	map99980
K22078	map99980
K22279	map99980
K05991	map99980
K15538	map99980
K21575	map99980
K15924	map99980
K01235	map99980
K27982	map99980
K18651	map99980
K18576	map99980
K18577	map99980
K20848	map99980
K20849	map99980
K18578	map99980
K15531	map99980
K20850	map99980
K20851	map99980
K20852	map99980
K20853	map99980
K18579	map99980
K20833	map99980
K25649	map99980
K18580	map99980
K15532	map99980
K20829	map99980
K01811	map99980
K15925	map99980
K20830	map99980
K20831	map99980
K18581	map99980
K20832	map99980
K18205	map99980
K20834	map99980
K18206	map99980
K20835	map99980
K20836	map99980
K21065	map99980
K21132	map99980
K15922	map99980
K21606	map99980
K22307	map99980
K22308	map99980
K22425	map99980
K23086	map99980
K23979	map99980
K24100	map99980
K24289	map99980
K25603	map99980
K25766	map99980
K25767	map99980
K26288	map99980
K26289	map99980
K27194	map99980
K27195	map99980
K27493	map99980
K27494	map99980
K27495	map99980
K27981	map99980
K27983	map99980
K01238	map99980
K03931	map99980
K06306	map99980
K12310	map99980
K15524	map99980
K16559	map99980
K24727	map99980
K25543	map99980
K01245	map99980
K05521	map99980
K03653	map99980
K09935	map99980
K22522	map99980
K22928	map99980
K20837	map99980
K24697	map99980
K01286	map99980
K23355	map99980
K27676	map99980
K27677	map99980
K22314	map99980
K14745	map99980
K01447	map99980
K22409	map99980
K01459	map99980
K06015	map99980
K01461	map99980
K20817	map99980
K01462	map99980
K07047	map99980
K07116	map99980
K19176	map99980
K18540	map99980
K18457	map99980
K15525	map99980
K22278	map99980
K03478	map99980
K18454	map99980
K18458	map99980
K18455	map99980
K14662	map99980
K21286	map99980
K21287	map99980
K11206	map99980
K23726	map99980
K09900	map99980
K22408	map99980
K25604	map99980
K26817	map99980
K01463	map99980
K01567	map99980
K14659	map99980
K14663	map99980
K21478	map99980
K22135	map99980
K23465	map99980
K24153	map99980
K24159	map99980
K24161	map99980
K24162	map99980
K20816	map99980
K01475	map99980
K01481	map99980
K18459	map99980
K18456	map99980
K21589	map99980
K18772	map99980
K18773	map99980
K20766	map99980
K20760	map99980
K20761	map99980
K20762	map99980
